Id,Sch,Gr,ClType,HDeg,CLad,Exp,Trace,Read,Math,SES,SchType,Sx,Eth,BirthQ,BirthY,Yrs,Tch
143070,12,1,small,BS/BA,1,5,W,438,451,F,rural,M,W,1980:2,1980,1,193
45165,25,2,reg+A,MS/MA/MEd,1,18,W,564,607,N,suburb,F,W,1979:2,1979,2,428
125423,43,3,reg,MS/MA/MEd,1,19,W,612,651,N,suburb,F,W,1980:1,1980,3,728
77169,56,1,small,MS/MA/MEd,1,4,W,485,549,F,rural,F,W,1980:1,1980,1,962
123917,16,2,reg,BS/BA,NOT,1,B,571,570,F,inner,M,B,1979:2,1979,2,256
95753,12,2,reg,BS/BA,1,9,W,643,599,F,rural,F,W,1980:3,1980,2,198
94922,56,1,reg,BS/BA,PROB,3,W,536,535,N,rural,F,B,1980:3,1980,1,964
7831,26,K,small,BS/BA,APPR,1,W,425,454,N,inner,M,B,1979:4,1979,0,433
168203,3,3,reg+A,BS/BA,PROB,3,W,680,651,N,rural,M,W,1980:3,1980,3,50
89372,72,3,small,BS/BA,3,18,W,631,667,F,rural,M,W,1980:2,1980,3,1267
98075,58,3,reg,BS/BA,1,22,W,616,594,N,suburb,F,W,1980:3,1980,3,1013
152813,23,1,small,BS/BA,1,4,W,629,578,F,suburb,M,B,1980:2,1980,1,384
90524,3,K,reg+A,MS/MA/MEd,1,20,W,439,484,F,rural,F,W,1980:2,1980,0,35
4649,51,1,reg+A,BS/BA,PROB,2,W,431,439,F,suburb,F,B,1979:3,1979,1,867
121134,52,3,reg+A,BS/BA,1,21,W,604,629,N,suburb,F,W,1980:2,1980,3,909
89743,44,K,reg,MS/MA/MEd,1,24,W,439,559,F,suburb,F,B,1980:1,1980,0,732
96235,73,2,reg+A,BS/BA,APPR,2,W,599,593,F,rural,M,W,1979:3,1979,2,1281
139423,10,2,small,MS/MA/MEd,1,22,W,669,639,N,urban,F,W,1980:1,1980,2,170
81990,39,K,small,BS/BA,1,2,W,460,513,N,rural,F,W,1979:4,1979,0,661
119533,50,1,reg,BS/BA,NOT,12,W,485,553,N,rural,M,W,1980:2,1980,1,836
84857,16,3,small,MS/MA/MEd,1,29,B,680,684,F,inner,F,B,1980:3,1980,3,261
101130,28,1,small,BS/BA,1,8,W,571,584,F,inner,F,B,1980:3,1980,1,486
24106,51,K,small,MS/MA/MEd,1,15,W,468,547,N,suburb,F,B,1980:3,1980,0,850
170366,47,3,reg,BS/BA,APPR,1,W,647,678,N,rural,F,W,1980:2,1980,3,791
164908,4,2,reg,MS/MA/MEd,1,22,W,584,599,N,suburb,M,W,1979:2,1979,2,61
94719,7,3,small,BS/BA,3,23,W,599,614,F,rural,F,W,1979:1,1979,3,105
5899,27,1,small,MS/MA/MEd,1,17,W,544,538,F,inner,F,B,1980:3,1980,1,454
76448,15,K,small,BS/BA,1,21,B,456,478,F,inner,F,B,1980:1,1980,0,229
55232,3,K,reg+A,MS/MA/MEd,1,9,W,413,459,F,rural,F,W,1980:1,1980,0,34
117198,7,2,reg+A,BS/BA,1,8,W,622,587,N,rural,M,W,1980:2,1980,2,102
120624,71,1,small,MS/MA/MEd,1,6,W,530,535,F,rural,M,W,1980:1,1980,1,1238
13421,50,1,small,BS/BA,1,12,B,548,518,N,rural,M,W,1980:2,1980,1,834
2439,80,K,reg,MS/MA/MEd,1,4,W,467,484,N,rural,F,W,1980:4,1980,0,1376
142057,23,1,reg,BS/BA,NOT,25,B,451,444,F,suburb,F,B,1980:3,1980,1,388
36286,26,K,reg,MS/MA/MEd,1,15,B,436,478,F,inner,F,B,1980:2,1980,0,434
67421,47,2,reg,BS/BA,PROB,2,W,586,596,N,rural,F,W,1980:2,1980,2,787
15435,1,3,small,MS/MA/MEd,APPR,1,W,614,618,N,rural,M,W,1980:3,1980,3,15
149127,33,1,reg+A,MS/MA/MEd,1,7,W,472,507,F,inner,F,B,1979:4,1979,1,577
157063,63,2,small,BS/BA,1,18,W,575,540,N,rural,M,W,1979:4,1979,2,1090
142361,9,2,small,MS/MA/MEd,APPR,23,W,555,577,N,urban,M,W,1979:3,1979,2,150
86361,18,K,reg,BS/BA,1,9,B,422,449,N,inner,M,B,1980:3,1980,0,283
82199,11,1,reg+A,BS/BA,1,16,W,540,557,F,rural,F,W,1979:4,1979,1,181
158139,73,3,reg+A,BS/BA,2,19,W,583,620,F,rural,M,W,1977:3,1977,3,1286
96313,40,3,small,BS/BA,1,4,W,616,620,F,rural,M,W,1979:3,1979,3,689
160076,76,K,reg+A,MS/MA/MEd,1,13,W,476,520,N,rural,F,W,1980:2,1980,0,1327
63705,5,2,reg,BS/BA,1,9,W,650,648,N,rural,M,W,1979:3,1979,2,76
150630,77,2,reg+A,BS/BA,1,16,W,573,565,F,rural,F,W,1978:4,1978,2,1339
158445,23,3,reg,BS/BA,1,10,B,624,634,N,suburb,F,B,1980:2,1980,3,395
125680,1,K,reg,MS/MA/MEd,1,10,W,442,468,F,rural,F,W,1980:1,1980,0,3
73359,76,K,reg+A,MS/MA/MEd,1,13,W,407,444,N,rural,M,W,1980:1,1980,0,1327
130238,32,1,reg,BS/BA,1,4,W,475,472,F,inner,F,B,1980:2,1980,1,551
128688,58,2,small,MS/MA/MEd,1,9,W,544,535,N,suburb,M,W,1980:1,1980,2,1005
51263,47,1,reg,BS/BA,1,12,W,477,510,N,rural,M,W,1980:1,1980,1,783
163515,7,1,small,MS/MA/MEd,3,26,W,558,549,N,rural,F,W,1980:3,1980,1,92
3403,16,1,reg,BS/BA,1,5,W,436,486,F,inner,M,B,1978:3,1978,1,251
131430,26,2,small,BS/BA,PROB,3,W,520,533,F,inner,M,B,1979:4,1979,2,439
163017,26,1,small,MS/MA/MEd,APPR,21,W,438,444,F,inner,F,B,1980:3,1980,1,436
50753,33,K,reg+A,MS/MA/MEd,1,22,W,411,444,F,inner,F,B,1980:1,1980,0,571
121484,49,K,reg,BS/BA,1,11,W,416,468,F,rural,M,W,1980:2,1980,0,815
175159,65,1,reg,BS/BA,1,8,W,544,542,F,rural,F,W,1979:4,1979,1,1127
96758,7,K,reg,BS/BA,PROB,0,W,478,536,N,rural,F,W,1979:4,1979,0,87
67913,23,K,reg+A,BS/BA,1,21,B,418,484,F,suburb,F,B,1980:3,1980,0,383
16720,36,1,reg+A,Ed.D/Ph.D,1,11,W,533,479,N,suburb,F,W,1980:1,1980,1,629
141882,4,K,reg+A,BS/BA,1,7,W,403,489,F,suburb,M,W,1979:3,1979,0,54
181791,10,2,small,MS/MA/MEd,1,22,W,637,659,N,urban,F,W,1980:1,1980,2,170
161820,28,K,small,BS/BA,1,3,B,463,520,F,inner,F,B,1980:2,1980,0,478
120831,57,2,reg+A,BS/BA,1,6,B,569,570,N,rural,F,W,1979:1,1979,2,989
77110,51,K,reg,BS/BA,1,11,W,439,473,N,suburb,M,W,1979:4,1979,0,852
110906,12,3,small,BS/BA,1,15,W,661,651,F,rural,M,W,1980:3,1980,3,200
11374,26,1,reg,MS/MA/MEd,NOT,3,W,480,507,F,inner,F,B,1980:2,1980,1,438
5178,36,2,reg,BS/BA,1,23,W,604,611,N,suburb,F,W,1979:3,1979,2,632
38343,68,2,reg+A,BS/BA,1,23,W,637,632,N,rural,M,W,1979:4,1979,2,1193
9055,23,3,reg,BS/BA,1,10,B,565,596,F,suburb,F,B,1979:1,1979,3,395
157773,47,2,reg,BS/BA,PROB,2,W,499,499,N,rural,F,W,1980:2,1980,2,787
87182,25,1,reg+A,MS/MA/MEd,1,9,B,507,472,F,suburb,M,B,1980:2,1980,1,424
7163,75,1,reg+A,Ed.S,1,18,W,463,497,F,rural,M,W,1980:3,1980,1,1312
95128,8,1,reg,MS/MA/MEd,1,9,W,553,532,N,rural,M,W,1979:4,1979,1,118
5565,68,2,reg+A,BS/BA,APPR,2,W,547,525,N,rural,F,W,1980:2,1980,2,1192
100375,58,1,reg,BS/BA,PROB,0,W,571,567,N,suburb,M,W,1979:4,1979,1,1001
82167,36,1,reg,MS/MA/MEd,3,18,W,536,557,N,suburb,F,W,1979:4,1979,1,628
101084,20,2,reg+A,BS/BA,1,4,B,602,556,N,suburb,M,B,1980:2,1980,2,323
24477,16,1,small,BS/BA,1,38,B,453,502,F,inner,M,B,1980:2,1980,1,249
104887,62,1,reg+A,MS/MA/MEd,1,8,W,456,490,F,rural,M,W,1979:4,1979,1,1068
35610,37,1,reg+A,MS/MA/MEd,2,11,W,524,567,N,urban,M,W,1980:3,1980,1,647
98311,37,1,reg,BS/BA,APPR,1,W,494,526,N,urban,M,W,1979:4,1979,1,645
132876,37,K,reg,BS/BA,1,5,W,476,528,N,urban,F,W,1980:2,1980,0,640
184351,64,3,reg,MS/MA/MEd,1,6,W,702,700,F,rural,M,W,1980:1,1980,3,1120
183373,75,2,small,Ed.S,3,17,W,602,648,N,rural,F,W,1980:2,1980,2,1314
72881,21,3,reg+A,BS/BA,1,25,B,593,614,N,suburb,F,W,1980:1,1980,3,349
120902,46,3,small,MS/MA/MEd,1,8,W,612,616,N,suburb,F,W,1979:4,1979,3,771
58810,50,1,reg,BS/BA,NOT,12,W,434,439,N,rural,F,W,1979:3,1979,1,836
35359,27,2,reg+A,BS/BA,1,16,B,562,572,F,inner,F,B,1980:1,1980,2,467
142983,4,2,reg+A,BS/BA,1,33,W,564,563,N,suburb,M,W,1979:4,1979,2,62
100070,40,K,reg,BS/BA,APPR,2,W,495,576,F,rural,F,W,1979:4,1979,0,679
115977,39,2,reg+A,BS/BA,1,22,W,568,603,F,rural,F,W,1980:3,1980,2,672
151230,23,K,small,BS/BA,PROB,0,W,434,489,F,suburb,M,B,1980:2,1980,0,379
32172,51,3,reg+A,MS/MA/MEd,1,32,W,602,622,N,suburb,F,W,1980:2,1980,3,891
101724,47,2,small,MS/MA/MEd,NOT,35,W,573,620,N,rural,F,W,1980:2,1980,2,786
162014,51,3,reg+A,MS/MA/MEd,2,15,W,604,618,F,suburb,F,B,1980:2,1980,3,889
5648,39,3,reg+A,MS/MA/MEd,2,10,W,550,535,F,rural,F,W,1980:1,1980,3,676
46174,72,K,reg,BS/BA,1,8,W,485,602,N,rural,F,W,1980:2,1980,0,1252
138714,38,1,reg,BS/BA,1,19,W,485,532,F,rural,M,W,1980:3,1980,1,653
167606,46,K,reg,BS/BA,1,12,W,458,576,N,suburb,F,W,1979:4,1979,0,760
151470,52,3,reg,BS/BA,NOT,15,B,618,612,F,suburb,M,W,1979:2,1979,3,908
138714,38,2,reg,BS/BA,3,14,W,614,648,F,rural,M,W,1980:3,1980,2,656
32172,51,1,reg,MS/MA/MEd,1,7,B,501,553,N,suburb,F,W,1980:2,1980,1,862
80903,60,2,reg+A,MS/MA/MEd,1,20,W,608,570,F,urban,M,W,1979:4,1979,2,1043
125836,61,K,small,BS/BA,1,11,W,390,399,F,suburb,M,W,1980:2,1980,0,1048
78204,11,2,reg,BS/BA,1,13,W,568,603,F,rural,M,W,1979:2,1979,2,183
26667,28,K,reg+A,BS/BA,1,5,B,400,429,F,inner,M,B,1980:3,1980,0,483
41695,15,K,small,BS/BA,1,21,B,431,423,F,inner,M,B,1979:1,1979,0,229
128590,3,3,small,BS/BA,NOT,6,W,665,616,N,rural,F,W,1980:2,1980,3,47
87681,53,1,reg+A,BS/BA,1,7,W,629,526,N,inner,M,W,1980:1,1980,1,917
106278,51,2,reg+A,BS/BA,1,12,W,538,526,N,suburb,M,W,1979:4,1979,2,880
147501,63,1,reg+A,BS/BA,1,9,W,533,567,N,rural,M,W,1979:2,1979,1,1086
90234,13,K,reg+A,BS/BA,1,6,W,476,576,N,rural,M,W,1980:3,1980,0,206
92762,17,1,reg,BS/BA,1,16,W,463,493,F,suburb,M,B,1980:3,1980,1,272
177770,52,2,small,BS/BA,1,27,B,542,512,F,suburb,F,B,1980:3,1980,2,902
25167,5,3,reg+A,BS/BA,3,23,W,614,564,F,rural,M,W,1979:1,1979,3,81
13151,16,K,small,BS/BA,APPR,2,B,413,454,F,inner,F,B,1980:1,1980,0,243
21753,28,K,reg+A,BS/BA,1,5,B,408,429,F,inner,M,B,1979:3,1979,0,483
146993,54,2,reg,BS/BA,1,14,W,566,582,N,suburb,M,W,1980:1,1980,2,935
62161,72,K,reg+A,MS/MA/MEd,1,10,W,468,559,N,rural,M,W,1980:1,1980,0,1254
8729,36,2,reg+A,BS/BA,1,12,W,555,525,N,suburb,M,W,1979:3,1979,2,633
119130,17,K,reg,BS/BA,1,0,W,448,506,N,suburb,F,W,1980:3,1980,0,268
42927,66,2,small,BS/BA,1,7,W,571,572,F,rural,F,W,1979:1,1979,2,1151
113766,74,K,reg+A,MS/MA/MEd,1,8,W,418,463,F,rural,F,W,1978:4,1978,0,1290
14939,64,1,reg,BS/BA,1,4,W,457,518,F,rural,M,W,1979:3,1979,1,1110
133451,63,K,reg+A,MS/MA/MEd,1,7,W,461,536,N,rural,F,W,1980:3,1980,0,1079
102049,55,2,small,MS/MA/MEd,3,14,W,577,577,N,rural,M,W,1980:1,1980,2,950
86497,31,3,small,MS/MA/MEd,1,14,B,588,562,F,inner,M,B,1980:1,1980,3,538
175132,61,3,reg+A,MS/MA/MEd,1,6,W,633,601,F,suburb,F,B,1979:2,1979,3,1061
42444,67,3,reg,BS/BA,NOT,7,W,578,604,F,rural,F,W,1979:2,1979,3,1173
73997,63,K,reg+A,MS/MA/MEd,1,7,W,510,626,N,rural,F,W,1980:2,1980,0,1079
90190,5,3,reg+A,BS/BA,3,23,W,572,574,F,rural,F,W,1979:2,1979,3,81
178189,16,2,reg+A,MS/MA/MEd,1,5,W,550,545,F,inner,M,B,1979:2,1979,2,258
113318,63,1,small,MS/MA/MEd,1,8,W,540,567,N,rural,F,W,1979:4,1979,1,1082
127713,46,1,reg+A,BS/BA,APPR,3,W,507,461,N,suburb,F,W,1979:1,1979,1,766
184924,78,3,small,MS/MA/MEd,1,14,W,629,659,N,rural,F,W,1980:2,1980,3,1355
7915,46,3,reg,MS/MA/MEd,1,24,W,633,642,F,suburb,M,B,1980:3,1980,3,773
135738,33,2,small,MS/MA/MEd,1,26,B,569,552,F,inner,F,B,1980:3,1980,2,580
38875,54,2,small,BS/BA,APPR,1,W,684,648,N,suburb,F,W,1980:3,1980,2,933
111126,58,K,reg+A,BS/BA,1,3,W,476,528,N,suburb,M,W,1979:4,1979,0,997
58184,8,1,reg,MS/MA/MEd,1,9,W,519,562,N,rural,M,W,1979:4,1979,1,118
112873,58,3,reg,BS/BA,1,11,W,641,631,N,suburb,M,W,1980:3,1980,3,1012
135911,7,2,small,MS/MA/MEd,1,4,W,593,565,F,rural,F,W,1979:4,1979,2,98
77449,54,1,reg+A,BS/BA,PROB,4,W,553,549,F,suburb,F,W,1980:3,1980,1,932
70784,59,1,reg,MS/MA/MEd,1,8,W,521,562,N,urban,M,W,1980:1,1980,1,1024
68589,41,K,reg,MS/MA/MEd,3,15,W,437,478,N,suburb,M,W,1980:2,1980,0,695
78473,20,3,reg+A,MS/MA/MEd,2,28,W,636,678,N,suburb,M,B,1980:3,1980,3,329
47084,3,2,reg,BS/BA,NOT,23,W,591,525,F,rural,M,B,1980:2,1980,2,44
28030,28,3,reg,BS/BA,PROB,0,W,590,586,F,inner,F,B,1980:2,1980,3,499
162876,77,2,reg+A,BS/BA,1,16,W,614,596,N,rural,F,W,1980:2,1980,2,1339
9151,60,K,reg,MA+,1,13,W,433,439,N,urban,F,B,1980:1,1980,0,1036
153311,68,K,reg,MS/MA/MEd,3,16,W,465,494,F,rural,F,B,1980:1,1980,0,1178
144854,76,K,reg,BS/BA,1,2,W,411,478,F,rural,M,W,1979:4,1979,0,1325
171034,9,K,reg+A,BS/BA,1,14,W,465,528,N,urban,M,W,1980:3,1980,0,139
99579,79,1,reg+A,BS/BA,1,21,W,434,502,F,rural,F,W,1977:3,1977,1,1366
108583,33,2,small,BS/BA,PROB,4,W,545,577,F,inner,M,B,1979:4,1979,2,579
156256,69,2,small,BS/BA,1,7,W,669,599,N,rural,F,W,1980:1,1980,2,1206
160967,49,3,reg+A,MS/MA/MEd,2,17,W,573,582,N,rural,F,W,1979:4,1979,3,827
103247,16,3,reg,MS/MA/MEd,1,26,B,610,586,F,inner,F,B,1980:1,1980,3,262
9393,38,3,reg+A,BS/BA,1,17,W,572,622,F,rural,M,W,1979:1,1979,3,660
63040,46,3,small,BS/BA,1,12,W,661,614,F,suburb,F,W,1980:1,1980,3,772
172143,9,3,reg+A,MS/MA/MEd,1,38,W,702,700,N,urban,F,W,1980:1,1980,3,161
176910,51,3,reg,MS/MA/MEd,1,15,B,626,620,N,suburb,M,W,1980:2,1980,3,887
24767,19,2,small,MS/MA/MEd,1,33,B,593,543,N,inner,M,B,1980:1,1980,2,299
171578,3,K,small,Ed.S,1,10,W,427,484,N,rural,M,W,1980:3,1980,0,32
169889,51,1,reg+A,BS/BA,PROB,2,W,501,495,N,suburb,F,W,1980:1,1980,1,867
146585,32,1,reg,BS/BA,1,4,W,497,493,F,inner,M,B,1980:3,1980,1,551
160393,51,K,small,BS/BA,1,16,B,468,494,N,suburb,M,W,1980:3,1980,0,851
4170,71,3,reg,MS/MA/MEd,2,14,W,654,616,N,rural,F,W,1980:3,1980,3,1247
46574,42,K,reg,BS/BA,PROB,14,W,413,444,N,suburb,F,W,1980:2,1980,0,713
47768,62,3,small,BS/BA,1,15,B,616,629,N,rural,M,W,1979:4,1979,3,1072
4464,67,3,reg+A,MS/MA/MEd,3,19,W,633,645,N,rural,M,W,1980:1,1980,3,1174
14423,1,K,small,Ed.S,1,14,W,565,626,N,rural,M,W,1979:4,1979,0,1
28267,2,2,reg+A,BS/BA,2,12,W,582,577,F,urban,M,W,1979:3,1979,2,27
41257,36,K,small,MS/MA/MEd,1,17,W,458,463,N,suburb,M,W,1980:3,1980,0,623
114855,16,K,small,BS/BA,APPR,2,B,407,434,F,inner,F,B,1979:4,1979,0,243
120585,64,2,small,BS/BA,1,32,W,577,648,N,rural,M,W,1980:3,1980,2,1114
26057,36,3,reg,MS/MA/MEd,2,9,W,602,614,N,suburb,M,W,1980:3,1980,3,635
159803,7,2,reg,BS/BA,1,15,W,643,587,N,rural,F,W,1980:3,1980,2,100
88680,8,3,reg+A,BS/BA,1,10,W,597,655,N,rural,F,W,1980:4,1980,3,131
8374,63,K,reg,BS/BA,1,10,W,503,559,N,rural,M,W,1979:4,1979,0,1078
116937,65,K,small,BS/BA,1,15,W,443,484,F,rural,F,W,1980:3,1980,0,1123
78879,56,1,reg,BS/BA,1,5,W,445,439,N,rural,F,W,1980:1,1980,1,965
66095,51,1,reg,BS/BA,PROB,1,B,540,502,F,suburb,M,B,1980:1,1980,1,860
61963,20,3,small,BS/BA,1,13,B,593,622,F,suburb,F,B,1980:3,1980,3,326
80009,3,1,reg,BS/BA,1,23,W,548,578,N,rural,F,W,1979:3,1979,1,39
93590,67,2,reg,BS/BA,APPR,1,W,637,639,N,rural,F,W,1979:4,1979,2,1170
15035,62,1,reg,BS/BA,1,10,W,463,497,F,rural,F,W,1980:3,1980,1,1067
179670,12,2,reg+A,BS/BA,1,9,W,622,599,F,rural,F,W,1978:4,1978,2,199
66454,27,3,reg,MS/MA/MEd,3,14,W,565,597,F,inner,F,B,1978:4,1978,3,473
156831,41,2,reg,BS/BA,1,4,W,564,593,N,suburb,M,W,1980:1,1980,2,703
123311,57,1,reg+A,MS/MA/MEd,1,11,W,571,562,N,rural,F,W,1980:1,1980,1,985
174057,29,2,reg,MS/MA/MEd,1,9,W,529,574,N,inner,M,B,1979:3,1979,2,509
87517,79,K,small,BS/BA,1,12,W,425,478,N,rural,M,W,1980:2,1980,0,1359
53227,33,2,reg,MS/MA/MEd,PROB,0,B,559,579,F,inner,M,B,1979:3,1979,2,581
157328,73,3,small,BS/BA,2,9,W,593,573,N,rural,M,W,1980:1,1980,3,1284
22411,15,3,small,MS/MA/MEd,1,21,B,647,651,F,inner,F,B,1980:3,1980,3,240
177399,50,3,small,BS/BA,1,14,W,644,624,N,rural,F,W,1979:4,1979,3,845
31178,16,2,reg+A,MS/MA/MEd,3,16,W,604,577,F,inner,M,B,1980:3,1980,2,259
170663,15,2,reg,MS/MA/MEd,1,11,W,538,541,F,inner,M,B,1979:4,1979,2,237
78385,5,K,reg+A,BS/BA,1,8,W,419,506,N,rural,M,W,1980:1,1980,0,69
146929,61,3,reg,MS/MA/MEd,PROB,4,W,620,596,N,suburb,M,W,1980:1,1980,3,1060
6271,46,3,reg,MS/MA/MEd,1,24,W,631,642,N,suburb,M,W,1980:1,1980,3,773
82825,55,1,reg+A,BS/BA,1,3,W,439,470,N,rural,F,W,1980:3,1980,1,948
86896,19,1,small,BS/BA,APPR,13,B,445,477,F,inner,M,B,1979:1,1979,1,292
51390,14,K,small,MS/MA/MEd,1,13,B,422,468,F,inner,F,B,1980:2,1980,0,216
150555,28,1,reg+A,BS/BA,APPR,5,W,428,470,F,inner,F,B,1979:3,1979,1,489
35807,7,3,reg+A,BS/BA,PROB,0,W,636,631,F,rural,F,W,1980:1,1980,3,109
161934,55,3,small,BS/BA,3,16,B,597,577,N,rural,M,W,1980:2,1980,3,954
31484,59,3,small,BS/BA,APPR,2,W,713,645,F,urban,F,W,1980:2,1980,3,1030
117226,68,K,small,BS/BA,1,6,W,443,489,N,rural,M,W,1980:3,1980,0,1175
59369,51,1,reg,BS/BA,1,7,W,490,545,F,suburb,M,B,1980:3,1980,1,861
9657,28,1,reg+A,MS/MA/MEd,1,6,B,462,493,F,inner,M,B,1980:3,1980,1,490
37655,67,1,reg,BS/BA,1,7,W,533,549,N,rural,F,W,1979:4,1979,1,1167
35959,44,3,small,BS/BA,1,7,B,554,549,F,suburb,M,B,1979:4,1979,3,743
38152,74,K,reg,BS/BA,1,13,W,422,444,F,rural,M,W,1979:4,1979,0,1289
61575,16,3,reg,MS/MA/MEd,1,26,B,535,531,F,inner,F,B,1978:4,1978,3,262
181721,57,3,reg+A,BS/BA,1,7,W,624,639,N,rural,F,W,1980:3,1980,3,993
88106,23,2,reg,BS/BA,1,2,B,545,543,F,suburb,F,B,1980:3,1980,2,390
162737,1,1,reg,MS/MA/MEd,1,2,W,454,505,N,rural,M,W,1980:1,1980,1,8
99821,67,K,reg+A,BS/BA,1,13,W,427,559,N,rural,F,W,1980:2,1980,0,1165
21201,12,K,reg,BS/BA,1,20,W,428,528,F,rural,F,W,1980:1,1980,0,191
179373,77,2,reg,BS/BA,1,6,W,650,570,N,rural,F,W,1980:2,1980,2,1336
121033,41,2,reg,Ed.S,1,15,W,627,632,N,suburb,M,W,1979:3,1979,2,704
155949,13,2,reg,MS/MA/MEd,1,19,W,622,582,N,rural,F,W,1980:2,1980,2,211
2508,43,K,small,BS/BA,PROB,0,W,480,528,N,suburb,M,W,1980:2,1980,0,715
122362,15,3,small,MS/MA/MEd,1,21,B,562,577,F,inner,M,B,1978:3,1978,3,240
156844,77,3,reg+A,MS/MA/MEd,2,15,W,604,626,F,rural,M,W,1980:2,1980,3,1345
161948,65,1,reg,BS/BA,1,8,W,544,535,F,rural,M,W,1980:2,1980,1,1127
35470,43,3,reg+A,BS/BA,1,22,W,665,700,N,suburb,M,W,1980:2,1980,3,729
85873,80,K,reg+A,MS/MA/MEd,1,13,W,434,468,N,rural,F,W,1980:1,1980,0,1377
91818,9,2,reg,BS/BA,NOT,15,W,544,572,N,urban,F,W,1980:3,1980,2,151
160120,34,1,reg+A,MS/MA/MEd,1,23,W,558,572,N,rural,F,W,1979:4,1979,1,597
138269,30,1,reg,BS/BA,APPR,2,W,475,507,F,inner,M,B,1979:2,1979,1,520
34107,51,2,reg,BS/BA,1,17,W,608,570,N,suburb,F,B,1980:3,1980,2,876
61312,25,2,reg+A,MS/MA/MEd,1,18,W,631,674,F,suburb,F,B,1980:1,1980,2,428
9777,49,3,small,BS/BA,1,13,W,620,604,N,rural,F,B,1980:1,1980,3,825
113373,11,2,reg,BS/BA,1,25,W,582,596,F,rural,M,W,1979:2,1979,2,184
172224,3,1,reg,BS/BA,NOT,12,W,488,535,N,rural,F,W,1980:1,1980,1,38
31582,56,1,reg,BS/BA,1,5,W,451,523,F,rural,M,W,1979:2,1979,1,965
29031,3,1,small,BS/BA,1,8,W,527,500,N,rural,F,W,1979:4,1979,1,36
164765,24,1,reg+A,BS/BA,1,4,W,514,535,N,suburb,M,B,1979:2,1979,1,406
159207,9,3,small,BS/BA,1,9,W,665,663,F,urban,M,W,1979:4,1979,3,156
83495,56,1,reg,BS/BA,1,5,W,423,463,N,rural,M,B,1979:4,1979,1,965
59895,53,1,reg,BS/BA,NOT,8,B,558,567,N,inner,M,B,1978:4,1978,1,915
175132,61,1,reg+A,MS/MA/MEd,1,29,W,516,520,F,suburb,F,B,1979:2,1979,1,1054
75310,32,2,small,BS/BA,1,30,B,618,599,F,inner,M,B,1980:2,1980,2,556
116374,8,K,small,BS/BA,1,8,W,413,468,N,rural,F,W,1979:4,1979,0,111
131430,26,1,small,MS/MA/MEd,1,30,B,466,500,F,inner,M,B,1979:4,1979,1,437
154411,58,2,small,MS/MA/MEd,1,9,W,669,626,N,suburb,M,W,1980:3,1980,2,1005
44252,73,1,reg+A,MS/MA/MEd,1,11,W,558,572,N,rural,F,W,1980:2,1980,1,1278
175052,7,1,reg+A,MS/MA/MEd,1,9,W,505,553,F,rural,M,W,1980:2,1980,1,96
115711,69,3,reg,BS/BA,1,7,W,641,655,N,rural,F,W,1980:1,1980,3,1212
46758,47,K,reg,MS/MA/MEd,1,5,W,424,506,F,rural,M,W,1979:4,1979,0,776
156094,3,1,reg+A,BS/BA,1,9,W,629,562,N,rural,F,W,1980:2,1980,1,40
72601,17,3,reg+A,MS/MA/MEd,1,18,W,597,612,F,suburb,F,B,1978:3,1978,3,281
12335,8,3,reg,BS/BA,1,15,W,622,663,F,rural,F,B,1980:1,1980,3,129
168353,66,K,reg+A,BS/BA,1,3,W,467,513,N,rural,F,W,1980:1,1980,0,1141
143902,72,K,reg+A,MS/MA/MEd,1,10,W,451,528,F,rural,F,W,1980:2,1980,0,1254
44379,51,K,reg,BS/BA,1,11,W,418,478,F,suburb,M,B,1979:3,1979,0,852
96076,63,3,small,BS/BA,APPR,1,W,622,634,N,rural,F,W,1980:2,1980,3,1096
151162,22,3,reg,BS/BA,1,26,B,580,576,F,inner,M,B,1979:3,1979,3,376
106439,36,K,small,MS/MA/MEd,1,17,W,554,536,N,suburb,F,W,1979:4,1979,0,623
27272,54,1,reg,BS/BA,APPR,3,W,590,592,N,suburb,F,W,1979:4,1979,1,931
173654,76,K,reg,BS/BA,1,2,W,422,468,N,rural,F,W,1979:4,1979,0,1325
156518,55,1,small,MS/MA/MEd,1,11,W,604,572,N,rural,F,W,1979:4,1979,1,946
101919,55,3,reg,MS/MA/MEd,3,17,W,564,582,N,rural,M,W,1980:1,1980,3,955
19583,3,3,reg+A,BS/BA,PROB,3,W,564,591,F,rural,M,W,1979:1,1979,3,50
17318,72,1,reg,BS/BA,1,15,W,533,592,N,rural,F,W,1979:4,1979,1,1258
134095,48,1,reg+A,BS/BA,NOT,0,W,477,497,F,urban,F,W,1980:1,1980,1,802
178887,56,2,reg,BS/BA,1,15,W,611,648,F,rural,F,W,1979:4,1979,2,970
153000,46,2,small,BS/BA,APPR,1,W,669,659,N,suburb,F,W,1980:4,1980,2,767
186185,16,2,small,BS/BA,1,4,B,582,596,F,inner,F,B,1980:3,1980,2,254
46315,47,3,small,BS/BA,1,34,W,587,594,F,rural,M,W,1980:3,1980,3,790
186705,22,2,reg,BS/BA,1,7,B,542,541,F,inner,F,B,1980:1,1980,2,368
180875,53,1,small,MS/MA/MEd,1,36,W,524,578,F,inner,F,B,1979:3,1979,1,914
92921,61,2,reg+A,MS/MA/MEd,1,12,W,650,626,N,suburb,F,W,1979:3,1979,2,1057
