exterior_color,interior_color,drivetrain,fuel_type,transmission,engine,vin,mileage,seller,reviews_count,seller_state,new_used,brand,comfort,interior_design,performance,value_for_the_money,exterior_styling,reliability,price,rating,year,model,features
havanna_black_metallic,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waugfafc8en014207,118167,autonation_honda_west_knoxville,,tn,used,audi,4.8,4.9,4.7,4.5,4.9,4.7,15974.0,4.8,2014,a6_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
imola_titanium_metallic,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfambn8k7605875,5448,diamond_valley_honda,,ca,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,33500.0,4.5,2019,romeo_giulia_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
white,tan,all_wheel_drive,gasoline,6_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waulfafh3an016998,42583,777_auto_llc,,ma,used,audi,4.6,4.7,4.5,4.5,4.8,4.2,19995.0,3.3,2010,a5_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""stability_control""]"
moonlight_blue_metallic,cardamom_beige,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wauffafl4cn006937,132854,liberty_ford_brunswick,,oh,used,audi,4.7,4.7,4.7,4.4,4.8,4.5,10992.0,4.6,2012,a4_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,black,front_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,waukeafm9ca128615,108062,shift_los_angeles,,,used,audi,4.6,4.5,4.5,4.5,4.8,4.6,12950.0,3.8,2012,a3_2.0t_premium,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""stability_control""]"
,,all_wheel_drive,e85_flex_fuel,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo_flexible_fuel,waucfafr5fa016279,,drivesimple,,tx,used,audi,4.8,4.7,4.7,4.6,4.9,4.9,19942.0,5.0,2015,a5_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,,all_wheel_drive,gasoline,8_speed_automatic,4.2l_v8_32v_gdi_dohc,waurvafdxcn006613,109746,alm_hyundai_of_florence,15,sc,used,audi,4.9,4.8,4.9,4.5,4.7,4.5,17995.0,5.0,2012,a8_l_4.2_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
night_black,black,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wa1lmafe5fd021870,27721,north_bay_imports,,ct,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,36995.0,4.5,2015,q7_3.0_tdi_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating"", ""tow_hitch""]"
black,charcoal,all_wheel_drive,gasoline,8_speed_automatic,4.2l_v8_32v_gdi_dohc,waurvafd3bn017399,116678,ameri_motors_inc.,,pa,used,audi,4.8,4.8,4.7,4.3,4.6,4.3,16900.0,2.9,2011,a8_l_4.2_quattro,"[""alloy_wheels"", ""automatic_emergency_braking"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
white,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,wauefgff1f1073760,60375,shift_sacramento,,,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,19450.0,2.3,2015,a3_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""stability_control"", ""sunroof/moonroof""]"
brilliant_black,titanium_gray,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,wauj8gff6g1029554,83119,fletcher_jones_audi,87,il,used,audi,4.7,4.7,4.8,4.5,4.9,4.7,21444.0,5.0,2016,a3_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
glacier_white_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wau3gafd6fn039032,81002,lux_cars_chicago,,il,used,audi,5.0,4.9,4.8,4.7,4.8,4.7,28945.0,4.1,2015,a8_l_3.0t,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
black,red,all_wheel_drive,gasoline,6_speed_automatic,4.2l_v8_40v_mpfi_dohc,wuarl48h94k900778,69741,brians_auto_center,,nj,used,audi,4.6,4.6,4.9,4.3,4.8,3.8,13900.0,4.0,2004,s4_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""stability_control""]"
gray,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaman1k7609297,13917,carvana_touchless_delivery_to_your_home_crosby,,,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,31990.0,4.2,2019,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""remote_start"", ""stability_control"", ""usb_port""]"
glacier_white_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe2dd009969,93878,wells_auto_group,,tx,used,audi,4.5,4.0,4.1,3.9,4.4,4.1,17699.0,3.5,2013,q7_3.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
black,black,all_wheel_drive,gasoline,automatic_8_speed,v6_cylinder_engine,wausgafcxcn011006,143000,suburban_auto_sales_of_madison_heights,,mi,used,audi,4.6,4.6,4.6,4.2,4.9,4.3,21995.0,4.6,2012,s5_3.0t_premium,"[""alloy_wheels"", ""automatic_emergency_braking"", ""backup_camera"", ""bluetooth"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""usb_port""]"
night_blue_pearl,nougat_brown,all_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,waur2afd9en006064,85141,volkswagen_of_orland_park,,il,used,audi,4.9,4.8,5.0,4.6,4.9,4.7,23995.0,4.7,2014,a8_l_4.0t,"[""adaptive_cruise_control"", ""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,cardamom_beige,all_wheel_drive,gasoline,6_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,waufgafb4bn028519,96861,7_cities_autos_and_cycles,,va,used,audi,4.9,4.9,5.0,4.8,4.9,5.0,14699.0,3.7,2011,a6_3.0_premium_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
gray,black,all_wheel_drive,gasoline,6_speed_manual,3.0l_v6_24v_gdi_dohc_supercharged,waumgafl7aa145002,67348,u_car_connect,,mn,used,audi,4.7,4.7,4.8,4.4,4.8,4.5,28977.0,4.6,2010,s4_3.0_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wauvfafr6da002428,81875,carmel_motors,,in,used,audi,4.6,4.6,4.5,4.5,4.9,4.5,19995.0,3.6,2013,a5_2.0t_prestige,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,gray,rear_wheel_drive,gasoline_fuel,transmission_w/dual_shift_mode,430.0hp_4.7l_8_cylinder_engine_gasoline_fuel,scfekbel7fgd19401,32000,,0,,used,aston,,,,,,,77000.0,,2015,martin_v8_vantage_s_base,"[""adaptive_cruise_control"", ""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""heated_seats"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""usb_port""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1lfafp7da072720,98125,minneapolis_motorcars,,mn,used,audi,4.7,4.7,4.5,4.2,4.6,4.3,19888.0,5.0,2013,q5_2.0t_premium_plus,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
q_stirling_green,pure_black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgaw8kgn00959,11898,land_rover_jaguar_van_nuys,,ca,used,aston,4.9,4.7,5.0,5.0,5.0,4.6,135899.0,4.6,2019,martin_vantage_base,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn9k7c48720,31313,motor_werks_cadillac,133,il,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,37900.0,5.0,2019,romeo_stelvio_ti_sport,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
silverstone_gray_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn5m7d14957,5254,capital_ford_of_charlotte,,nc,used,alfa,4.6,4.9,5.0,4.8,4.9,5.0,43999.0,4.5,2021,romeo_stelvio_ti_sport,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
charcoal,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,waubfgff2f1007253,66763,auto_sales_on_broadway,,ma,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,20999.0,4.5,2015,a3_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""stability_control""]"
vesuvio_gray_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn8l7c90541,37280,easterns_automotive_group_of_sterling__curbside_and_home_delivery_available,36,va,used,alfa,4.8,4.8,5.0,4.9,5.0,4.8,43490.0,4.9,2020,romeo_stelvio_ti_sport,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
monsoon_gray_metallic,black,all_wheel_drive,gasoline,6_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,wa1efcfs4gr013025,43981,audi_volkswagen_pittsfield___berkshire_bmw,,ma,used,audi,4.9,4.6,4.7,4.7,4.9,4.8,25742.0,4.4,2016,q3_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""stability_control"", ""sunroof/moonroof""]"
green,,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,waufgafc5fn016068,87779,autonation_audi_volkswagen_spokane,,wa,used,audi,4.8,4.8,4.8,4.5,4.8,4.6,21926.0,4.6,2015,a6_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
silver,lunar_silver,all_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,wuaw2afc1fn901033,68150,gerald_jones_vw/audi,,ga,used,audi,5.0,4.5,5.0,4.8,4.5,5.0,60991.0,4.6,2015,rs_7_4.0t_prestige,"[""adaptive_cruise_control"", ""alloy_wheels"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,beige,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauwgafc1fn003852,116698,rva_automotive_group,,va,used,audi,5.0,5.0,5.0,4.8,5.0,4.8,26995.0,4.1,2015,a7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control""]"
black,black,all_wheel_drive,e85_flex_fuel,8_speed_a/t,4_cylinder_engine,wa1lfafp3ea082016,110064,approved_auto_center_of_lodi,,ca,used,audi,4.7,4.8,4.7,4.5,4.8,4.7,16989.0,5.0,2014,q5_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""stability_control""]"
red,beige,all_wheel_drive,gasoline_fuel,transmission_w/dual_shift_mode,211.0hp_2.0l_4_cylinder_engine_gasoline_fuel,waulfafh6bn005690,90120,,,,used,audi,4.7,4.7,4.7,4.7,5.0,4.6,17995.0,4.7,2011,a5_2.0t_premium,"[""adaptive_cruise_control"", ""alloy_wheels"", ""bluetooth"", ""heated_steering_wheel"", ""homelink"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
blue,brown,all_wheel_drive,gasoline_fuel,a/t,211.0hp_2.0l_4_cylinder_engine_gasoline_fuel,wa1cfafp6ca008909,130000,,,,used,audi,4.7,4.7,4.7,4.3,4.8,4.5,12400.0,4.6,2012,q5_2.0t_premium,"[""leather_seats"", ""premium_sound_system""]"
black,beige,all_wheel_drive,gasoline_fuel,a/t,350.0hp_4.2l_8_cylinder_engine_gasoline_fuel,waurvafa9an009425,91000,,,,used,audi,4.5,4.1,4.0,3.4,4.0,3.3,12500.0,3.9,2010,a8_l_4.2_quattro,"[""adaptive_cruise_control"", ""backup_camera"", ""bluetooth"", ""cooled_seats"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""led_headlights"", ""premium_sound_system"", ""rear_seat_entertainment"", ""sunroof/moonroof""]"
rosso,black,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaecn3j7570472,53227,alfa_romeo_of_fort_worth,,tx,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,30525.0,4.1,2018,romeo_giulia_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
red,gray,front_wheel_drive,gasoline,5_speed_manual,4_cylinder_engine,zarba5560h1052336,29914,gateway_classic_cars,0,il,used,alfa,,,,,,,14000.0,,1987,romeo_spider_quadrifoglio,String[]
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakan2l7c86552,29944,rochester_hills_chrysler_dodge_jeep_ram,,mi,used,alfa,4.8,4.8,5.0,4.9,5.0,4.8,35286.0,4.6,2020,romeo_stelvio_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
alfa_white,black_/_tan,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaedn1j7592713,25557,ourisman_chrysler_dodge_jeep_ram_of_woodbridge,,va,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,29600.0,4.8,2018,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
phantom_black_pearl,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waulfafr6da001139,84177,dashcars_of_ct,,ct,used,audi,4.6,4.6,4.5,4.5,4.9,4.5,17977.0,1.6,2013,a5_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
tango_red_metallic,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,truc5afv9g1033208,30046,livermore_ford_lincoln,,ca,used,audi,4.9,5.0,4.7,4.6,4.9,4.9,32788.0,4.5,2016,tt_2.0t,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""stability_control"", ""usb_port""]"
lunar_white,obsidian_black,all_wheel_drive,gasoline,9_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfvujawxmtv01499,154,morrie's_luxury_auto,,mn,used,aston,,,,,,,187500.0,4.4,2021,martin_dbx_base,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""homelink"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""rear_cross_traffic_alert"", ""remote_start"", ""stability_control""]"
black,,all_wheel_drive,gasoline_fuel,6_speed_m/t,250.0hp_3.2l_v6_cylinder_engine_gasoline_fuel,trudd38j381029024,81000,,,,used,audi,4.5,4.6,4.6,4.5,4.8,4.4,13750.0,4.6,2008,tt_3.2_quattro,"[""alloy_wheels"", ""bluetooth"", ""heated_seats"", ""leather_seats""]"
gray,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe4fd031913,100135,alliance_motor_group,,ma,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,21497.0,4.6,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
stratus_white,obsidian_black,rear_wheel_drive,gasoline,8_speed_automatic,5.2l_v12_48v_gdi_dohc_twin_turbo,scfrmfav5hgl00517,12417,reserve_auto_group,,tx,used,aston,5.0,5.0,5.0,4.7,5.0,4.7,139888.0,3.2,2017,martin_db11_launchedition_htd/acseats_20''shadowchromewhls,"[""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
black,black,all_wheel_drive,gasoline_fuel,a/t,310.0hp_3.0l_v6_cylinder_engine_gasoline_fuel,waubgafc1cn006292,140000,,,,used,audi,4.8,4.7,4.7,4.5,4.7,4.6,14500.0,4.7,2012,a6_3.0_premium_quattro,"[""adaptive_cruise_control"", ""backup_camera"", ""bluetooth"", ""heated_seats"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""sunroof/moonroof"", ""usb_port""]"
white,black,awd,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1cgafe6fd007869,80087,action_auto_sales_and_finance_inc.,,ut,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,21995.0,4.3,2015,q7_3.0t_premium,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
blue,black,all_wheel_drive,gasoline,6_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waumf78k29n031777,78923,austin_direct_auto_sales,,tx,used,audi,4.7,4.6,4.5,4.3,4.8,4.2,12500.0,3.7,2009,a4_2.0t_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
lipari_gray_metallic,black_/_red,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfambn6k7615868,26320,j&s_autohaus_six,,nj,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,31999.0,3.5,2019,romeo_giulia_ti,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
glacier_white_metallic,titanium_gray,all_wheel_drive,e85_flex_fuel,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo_flexible_fuel,wa1l2afp9ga043588,69259,carlotz_downers_grove,,il,used,audi,4.8,4.8,4.8,4.6,4.7,4.7,21698.0,4.7,2016,q5_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
jet_black,obsidian_black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgaw9lgn03712,6082,hi_tech_luxury_imports,,tx,used,aston,4.5,3.7,4.0,3.7,4.5,3.7,135995.0,2.6,2020,martin_vantage_base,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
black,obsidian_black,all_wheel_drive,gasoline,9_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfvujawxmtv02135,5028,star_motor_cars,,tx,used,aston,,,,,,,154900.0,3.8,2021,martin_dbx_base,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""rear_cross_traffic_alert"", ""remote_start"", ""stability_control""]"
gray,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waubfafl5en006219,31117,authentic_auto_sales,,nm,used,audi,4.6,4.6,4.7,4.4,4.8,4.5,21900.0,4.4,2014,a4_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,black,rear_wheel_drive,gasoline,8_speed_automatic,5.2l_v12_48v_gdi_dohc_twin_turbo,scfrmfev6lgl08970,4799,ferrari_maserati_alfa_romeo_of_fort_lauderdale,394,fl,used,aston,,,,,,,199900.0,4.9,2020,martin_db11_amr,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
ibis_white,black,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wa1vmafe0cd002907,103796,my_auto_import_center,28,mi,used,audi,4.9,4.7,4.8,4.7,5.0,4.7,20000.0,4.8,2012,q7_3.0_tdi_premium,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
daytona_gray_pearl,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,4.2l_v8_32v_gdi_dohc,wuasuafg4cn002559,41110,auto_park_dallas,,tx,used,audi,4.6,4.9,4.9,4.5,5.0,4.7,88995.0,4.1,2012,r8_4.2_quattro_spyder,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
silver,,front_wheel_drive,gasoline,automatic,2.0l_i4_16v_gdi_dohc_turbo,wauaf78e78a006053,79551,audi_tysons_corner,,va,used,audi,4.5,4.4,4.5,4.4,4.7,4.4,8420.0,4.7,2008,a4_2.0t,"[""alloy_wheels"", ""brake_assist"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
q_cosmos_orange,obsidian_black,rear_wheel_drive,gasoline,8_speed_shiftable_automatic,8_cylinder_engine,scfrmfcwxlgm10039,12487,momentum_motorcars,,ga,used,aston,,,,,,,179897.0,4.6,2020,martin_db11_volante,"[""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""usb_port""]"
black,black,all_wheel_drive,gasoline,8_speed_a/t,v6_cylinder_engine,wa1lgafe5ed017534,95414,motor_world,,va,used,audi,4.7,4.7,4.9,4.5,4.9,4.7,23495.0,4.9,2014,s5_3.0t_premium,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""power_liftgate"", ""stability_control"", ""third_row_seating""]"
